0,Bank.sol,0
5,Bank.sol,21.43
9,Bank.sol,35.71
13,Bank.sol,35.71
17,Bank.sol,35.71
21,Bank.sol,35.71
27,Bank.sol,42.86
33,Bank.sol,42.86
39,Bank.sol,42.86
45,Bank.sol,42.86
49,Bank.sol,42.86
53,Bank.sol,42.86
57,Bank.sol,42.86
62,Bank.sol,42.86
67,Bank.sol,42.86
73,Bank.sol,42.86
78,Bank.sol,42.86
87,Bank.sol,42.86
92,Bank.sol,42.86
97,Bank.sol,42.86
101,Bank.sol,42.86
106,Bank.sol,42.86
111,Bank.sol,42.86
117,Bank.sol,42.86
123,Bank.sol,42.86
129,Bank.sol,42.86
134,Bank.sol,42.86
141,Bank.sol,42.86
146,Bank.sol,42.86
152,Bank.sol,42.86
158,Bank.sol,42.86
165,Bank.sol,42.86
171,Bank.sol,42.86
178,Bank.sol,42.86
185,Bank.sol,42.86
191,Bank.sol,42.86
198,Bank.sol,42.86
204,Bank.sol,50
211,Bank.sol,50
216,Bank.sol,57.14
222,Bank.sol,57.14
229,Bank.sol,57.14
236,Bank.sol,57.14
243,Bank.sol,57.14
251,Bank.sol,57.14
256,Bank.sol,57.14
263,Bank.sol,57.14
270,Bank.sol,57.14
277,Bank.sol,57.14
283,Bank.sol,57.14
290,Bank.sol,57.14
296,Bank.sol,57.14
303,Bank.sol,57.14
311,Bank.sol,57.14
317,Bank.sol,57.14
325,Bank.sol,57.14
331,Bank.sol,57.14
336,Bank.sol,57.14
344,Bank.sol,57.14
350,Bank.sol,57.14
357,Bank.sol,57.14
363,Bank.sol,57.14
368,Bank.sol,57.14
375,Bank.sol,57.14
382,Bank.sol,57.14
390,Bank.sol,57.14
398,Bank.sol,57.14
403,Bank.sol,57.14
410,Bank.sol,57.14
418,Bank.sol,57.14
424,Bank.sol,57.14
428,Bank.sol,57.14
431,Bank.sol,57.14
435,Bank.sol,57.14
439,Bank.sol,57.14
443,Bank.sol,57.14
447,Bank.sol,57.14
452,Bank.sol,57.14
456,Bank.sol,57.14
460,Bank.sol,57.14
464,Bank.sol,57.14
468,Bank.sol,57.14
473,Bank.sol,57.14
476,Bank.sol,57.14
480,Bank.sol,57.14
484,Bank.sol,57.14
491,Bank.sol,57.14
498,Bank.sol,57.14
502,Bank.sol,57.14
506,Bank.sol,57.14
510,Bank.sol,57.14
515,Bank.sol,57.14
524,Bank.sol,57.14
533,Bank.sol,57.14
539,Bank.sol,57.14
545,Bank.sol,57.14
552,Bank.sol,57.14
560,Bank.sol,57.14
567,Bank.sol,57.14
576,Bank.sol,57.14
581,Bank.sol,57.14
585,Bank.sol,57.14
591,Bank.sol,57.14
601,Bank.sol,57.14
610,Bank.sol,57.14
617,Bank.sol,57.14
624,Bank.sol,57.14
633,Bank.sol,57.14
641,Bank.sol,57.14
648,Bank.sol,57.14
654,Bank.sol,57.14
662,Bank.sol,57.14
670,Bank.sol,57.14
677,Bank.sol,57.14
684,Bank.sol,57.14
692,Bank.sol,57.14
699,Bank.sol,57.14
706,Bank.sol,57.14
714,Bank.sol,57.14
721,Bank.sol,57.14
729,Bank.sol,57.14
737,Bank.sol,57.14
745,Bank.sol,57.14
752,Bank.sol,57.14
759,Bank.sol,57.14
767,Bank.sol,57.14
775,Bank.sol,57.14
782,Bank.sol,57.14
787,Bank.sol,57.14
796,Bank.sol,57.14
804,Bank.sol,57.14
812,Bank.sol,57.14
819,Bank.sol,57.14
824,Bank.sol,57.14
833,Bank.sol,57.14
840,Bank.sol,57.14
848,Bank.sol,57.14
855,Bank.sol,57.14
861,Bank.sol,57.14
869,Bank.sol,57.14
877,Bank.sol,57.14
885,Bank.sol,57.14
892,Bank.sol,57.14
900,Bank.sol,57.14
0,Ownable.sol,0
2,Ownable.sol,0
4,Ownable.sol,0
5,Ownable.sol,0
7,Ownable.sol,0
9,Ownable.sol,0
11,Ownable.sol,0
12,Ownable.sol,0
14,Ownable.sol,0
16,Ownable.sol,0
17,Ownable.sol,0
19,Ownable.sol,0
21,Ownable.sol,0
23,Ownable.sol,0
24,Ownable.sol,0
26,Ownable.sol,0
28,Ownable.sol,0
30,Ownable.sol,0
31,Ownable.sol,0
33,Ownable.sol,0
35,Ownable.sol,0
37,Ownable.sol,0
38,Ownable.sol,0
40,Ownable.sol,0
42,Ownable.sol,0
44,Ownable.sol,0
45,Ownable.sol,0
47,Ownable.sol,0
49,Ownable.sol,0
51,Ownable.sol,0
53,Ownable.sol,0
54,Ownable.sol,0
56,Ownable.sol,0
58,Ownable.sol,0
60,Ownable.sol,0
61,Ownable.sol,0
63,Ownable.sol,0
65,Ownable.sol,0
67,Ownable.sol,0
68,Ownable.sol,0
70,Ownable.sol,0
72,Ownable.sol,0
74,Ownable.sol,0
76,Ownable.sol,0
78,Ownable.sol,0
79,Ownable.sol,0
81,Ownable.sol,0
83,Ownable.sol,0
85,Ownable.sol,0
86,Ownable.sol,0
88,Ownable.sol,0
90,Ownable.sol,0
92,Ownable.sol,0
94,Ownable.sol,0
95,Ownable.sol,0
97,Ownable.sol,0
99,Ownable.sol,0
101,Ownable.sol,0
102,Ownable.sol,0
104,Ownable.sol,0
106,Ownable.sol,0
108,Ownable.sol,0
109,Ownable.sol,0
111,Ownable.sol,0
113,Ownable.sol,0
115,Ownable.sol,0
116,Ownable.sol,0
118,Ownable.sol,0
120,Ownable.sol,0
122,Ownable.sol,0
123,Ownable.sol,0
125,Ownable.sol,0
127,Ownable.sol,0
129,Ownable.sol,0
131,Ownable.sol,0
133,Ownable.sol,0
134,Ownable.sol,0
136,Ownable.sol,0
138,Ownable.sol,0
140,Ownable.sol,0
142,Ownable.sol,0
143,Ownable.sol,0
145,Ownable.sol,0
147,Ownable.sol,0
148,Ownable.sol,0
150,Ownable.sol,0
152,Ownable.sol,0
154,Ownable.sol,0
155,Ownable.sol,0
157,Ownable.sol,0
159,Ownable.sol,0
161,Ownable.sol,0
163,Ownable.sol,0
165,Ownable.sol,0
167,Ownable.sol,0
168,Ownable.sol,0
170,Ownable.sol,0
172,Ownable.sol,0
174,Ownable.sol,0
176,Ownable.sol,0
178,Ownable.sol,0
180,Ownable.sol,0
181,Ownable.sol,0
183,Ownable.sol,0
185,Ownable.sol,0
187,Ownable.sol,0
188,Ownable.sol,0
190,Ownable.sol,0
192,Ownable.sol,0
194,Ownable.sol,0
195,Ownable.sol,0
197,Ownable.sol,0
199,Ownable.sol,0
201,Ownable.sol,0
203,Ownable.sol,0
205,Ownable.sol,0
207,Ownable.sol,0
208,Ownable.sol,0
210,Ownable.sol,0
212,Ownable.sol,0
214,Ownable.sol,0
215,Ownable.sol,0
217,Ownable.sol,0
219,Ownable.sol,0
221,Ownable.sol,0
223,Ownable.sol,0
225,Ownable.sol,0
227,Ownable.sol,0
228,Ownable.sol,0
230,Ownable.sol,0
232,Ownable.sol,0
234,Ownable.sol,0
236,Ownable.sol,0
237,Ownable.sol,0
239,Ownable.sol,0
241,Ownable.sol,0
243,Ownable.sol,0
245,Ownable.sol,0
247,Ownable.sol,0
248,Ownable.sol,0
250,Ownable.sol,0
252,Ownable.sol,0
254,Ownable.sol,0
256,Ownable.sol,0
257,Ownable.sol,0
259,Ownable.sol,0
261,Ownable.sol,0
263,Ownable.sol,0
265,Ownable.sol,0
267,Ownable.sol,0
268,Ownable.sol,0
270,Ownable.sol,0
272,Ownable.sol,0
274,Ownable.sol,0
276,Ownable.sol,0
278,Ownable.sol,0
280,Ownable.sol,0
282,Ownable.sol,0
284,Ownable.sol,0
285,Ownable.sol,0
287,Ownable.sol,0
289,Ownable.sol,0
291,Ownable.sol,0
293,Ownable.sol,0
295,Ownable.sol,0
297,Ownable.sol,0
299,Ownable.sol,0
300,Ownable.sol,0
302,Ownable.sol,0
304,Ownable.sol,0
306,Ownable.sol,0
308,Ownable.sol,0
310,Ownable.sol,0
311,Ownable.sol,0
313,Ownable.sol,0
315,Ownable.sol,0
317,Ownable.sol,0
319,Ownable.sol,0
321,Ownable.sol,0
322,Ownable.sol,0
324,Ownable.sol,0
326,Ownable.sol,0
328,Ownable.sol,0
330,Ownable.sol,0
332,Ownable.sol,0
334,Ownable.sol,0
336,Ownable.sol,0
337,Ownable.sol,0
339,Ownable.sol,0
341,Ownable.sol,0
343,Ownable.sol,0
345,Ownable.sol,0
347,Ownable.sol,0
348,Ownable.sol,0
350,Ownable.sol,0
352,Ownable.sol,0
354,Ownable.sol,0
356,Ownable.sol,0
358,Ownable.sol,0
360,Ownable.sol,0
361,Ownable.sol,0
363,Ownable.sol,0
365,Ownable.sol,0
367,Ownable.sol,0
369,Ownable.sol,0
370,Ownable.sol,0
372,Ownable.sol,0
374,Ownable.sol,0
376,Ownable.sol,0
378,Ownable.sol,0
380,Ownable.sol,0
382,Ownable.sol,0
384,Ownable.sol,0
385,Ownable.sol,0
387,Ownable.sol,0
389,Ownable.sol,0
391,Ownable.sol,0
393,Ownable.sol,0
395,Ownable.sol,0
396,Ownable.sol,0
398,Ownable.sol,0
400,Ownable.sol,0
402,Ownable.sol,0
404,Ownable.sol,0
406,Ownable.sol,0
408,Ownable.sol,0
409,Ownable.sol,0
411,Ownable.sol,0
413,Ownable.sol,0
415,Ownable.sol,0
417,Ownable.sol,0
419,Ownable.sol,0
421,Ownable.sol,0
422,Ownable.sol,0
424,Ownable.sol,0
426,Ownable.sol,0
428,Ownable.sol,0
430,Ownable.sol,0
432,Ownable.sol,0
434,Ownable.sol,0
436,Ownable.sol,0
438,Ownable.sol,0
440,Ownable.sol,0
442,Ownable.sol,0
443,Ownable.sol,0
445,Ownable.sol,0
447,Ownable.sol,0
449,Ownable.sol,0
450,Ownable.sol,0
452,Ownable.sol,0
454,Ownable.sol,0
456,Ownable.sol,0
457,Ownable.sol,0
459,Ownable.sol,0
461,Ownable.sol,0
462,Ownable.sol,0
464,Ownable.sol,0
466,Ownable.sol,0
468,Ownable.sol,0
469,Ownable.sol,0
471,Ownable.sol,0
473,Ownable.sol,0
475,Ownable.sol,0
477,Ownable.sol,0
479,Ownable.sol,0
481,Ownable.sol,0
482,Ownable.sol,0
484,Ownable.sol,0
486,Ownable.sol,0
488,Ownable.sol,0
489,Ownable.sol,0
491,Ownable.sol,0
493,Ownable.sol,0
495,Ownable.sol,0
497,Ownable.sol,0
499,Ownable.sol,0
500,Ownable.sol,0
502,Ownable.sol,0
504,Ownable.sol,0
506,Ownable.sol,0
508,Ownable.sol,0
509,Ownable.sol,0
511,Ownable.sol,0
513,Ownable.sol,0
515,Ownable.sol,0
517,Ownable.sol,0
519,Ownable.sol,0
520,Ownable.sol,0
522,Ownable.sol,0
524,Ownable.sol,0
526,Ownable.sol,0
528,Ownable.sol,0
529,Ownable.sol,0
531,Ownable.sol,0
533,Ownable.sol,0
535,Ownable.sol,0
537,Ownable.sol,0
539,Ownable.sol,0
541,Ownable.sol,0
543,Ownable.sol,0
545,Ownable.sol,0
547,Ownable.sol,0
549,Ownable.sol,0
551,Ownable.sol,0
552,Ownable.sol,0
554,Ownable.sol,0
556,Ownable.sol,0
558,Ownable.sol,0
560,Ownable.sol,0
561,Ownable.sol,0
563,Ownable.sol,0
565,Ownable.sol,0
567,Ownable.sol,0
569,Ownable.sol,0
570,Ownable.sol,0
572,Ownable.sol,0
574,Ownable.sol,0
576,Ownable.sol,0
578,Ownable.sol,0
579,Ownable.sol,0
581,Ownable.sol,0
583,Ownable.sol,0
585,Ownable.sol,0
587,Ownable.sol,0
589,Ownable.sol,0
591,Ownable.sol,0
593,Ownable.sol,0
595,Ownable.sol,0
597,Ownable.sol,0
